Gap,Rotation,freq (GHz)Freq,VSWR,S11dB,S21dB,S11,S21
3,0,1.7,5.534742665,-3.173516859,-2.990050131,0.6116310322593682+0.3278187930584997i,-0.26321612718180215+0.6580684321468073i
3,0,1.705,5.60720262,-3.131606256,-3.030714085,0.6192928866431824+0.3204741171481117i,-0.25206325986663725+0.6588773517935093i
3,0,1.71,5.682150817,-3.089417496,-3.072609374,0.6269284979190302+0.3129446960228711i,-0.2408606144594855+0.6594419939780055i
3,0,1.715,5.759772358,-3.046917767,-3.115852818,0.6345387353454763+0.30522538410654937i,-0.22960692909325586+0.6597536837016718i
3,0,1.72,5.840268077,-3.004074138,-3.160564624,0.6421243142902598+0.297310700882868i,-0.2183015858382055+0.6598033203389163i
3,0,1.725,5.923856081,-2.960853632,-3.206868292,0.6496857715774054+0.2891948255807406i,-0.20694465245361193+0.6595814249593599i
3,0,1.73,6.010773498,-2.91722329,-3.25489053,0.6572234395711616+0.2808715931468361i,-0.195536920387074+0.6590781914971411i
3,0,1.735,6.101278451,-2.873150247,-3.304761166,0.6647374190328358+0.2723344916400792i,-0.1840799386491326+0.6582835414409985i
3,0,1.74,6.195652313,-2.828601792,-3.356613069,0.6722275507979313+0.26357666118568607i,-0.1725760432220664+0.6571871816798823i
3,0,1.745,6.294202274,-2.783545445,-3.410582086,0.6796933863330968+0.25459089462853124i,-0.16102838169729086+0.655778665103249i
3,0,1.75,6.397264284,-2.737949015,-3.466806978,0.6871341572451896+0.24536964002698175i,-0.1494409328753932+0.6540474535233606i
3,0,1.755,6.501770478,-2.693226077,-3.523102007,0.6943917958837147+0.23598754401895625i,-0.13798579048021362+0.6521301392798664i
3,0,1.76,6.609984418,-2.648442251,-3.580255622,0.701557056320673+0.22641315976117912i,-0.12660775876336977+0.6499810477090565i
3,0,1.765,6.722170483,-2.603571851,-3.638444379,0.7086297027335156+0.21664033475887304i,-0.11530094435073057+0.6475912872393286i
3,0,1.77,6.838618889,-2.558588435,-3.69785746,0.7156092724291927+0.20666247508100938i,-0.10406029260031754+0.6449507532868756i
3,0,1.775,6.959648419,-2.513464906,-3.7586968,0.7224950383064228+0.19647253404110876i,-0.09288172996649537+0.6420481915128372i
3,0,1.78,7.085609541,-2.468173621,-3.821177173,0.7292859686403685+0.1860630027092009i,-0.08176230191321683+0.6388712772428645i
3,0,1.785,7.216887934,-2.422686501,-3.885526244,0.7359806841775947+0.17542590254584325i,-0.07070030445418037+0.6354067107847362i
3,0,1.79,7.353908538,-2.376975142,-3.951984606,0.7425774125517326+0.16455278046668848i,-0.059695407401749334+0.6316403281351267i
3,0,1.795,7.497140182,-2.331010919,-4.020805801,0.7490739400557406+0.15343470666276343i,-0.04874876744392658+0.627557226318938i
3,0,1.8,7.647100922,-2.284765102,-4.092256354,0.7554675608351837+0.14206227551703451i,-0.03786312924056099+0.6231419023586496i
3,0,1.805,7.804364211,-2.238208962,-4.16661582,0.7617550235985789+0.1304256099716135i,-0.0270429128364853+0.6183784046320936i
3,0,1.81,7.969566061,-2.191313878,-4.244176882,0.7679324759756252+0.11851436971167782i,-0.016294285829825506+0.6132504951501934i
3,0,1.815,8.143002816,-2.144160644,-4.3255917,0.7739863218948225+0.10631171999182759i,-0.005596575642279277+0.607717859911107i
3,0,1.82,8.32442972,-2.096969275,-4.409418817,0.7798814296406988+0.0938637238690998i,0.004964264558250551+0.6018860639122084i
3,0,1.825,8.51458433,-2.049697144,-4.495024678,0.7856126121370314+0.08118594062896319i,0.015337920785334844+0.5958060491611775i
3,0,1.83,8.714168383,-2.002330257,-4.582731484,0.7911752502951216+0.06826866921660216i,0.025529470496394903+0.5894629286034312i
3,0,1.835,8.923960358,-1.954854532,-4.672894103,0.7965640228190645+0.05510166176948902i,0.035542026431659476+0.5828399295966676i
3,0,1.84,9.144825262,-1.907255991,-4.765901275,0.8017728276613512+0.04167413263361571i,0.04537643761442323+0.5759185852071615i
3,0,1.845,9.37772597,-1.859520959,-4.862176756,0.8067946992978409+0.027974773677129174i,0.05503100736076218+0.5686789693567724i
3,0,1.85,9.623736415,-1.811636262,-4.962180427,0.8116217220758306+0.013991776651837819i,0.0645012348820486+0.561099974566369i
3,0,1.855,9.884057013,-1.763589422,-5.066409436,0.81624493997602-2.871366192161701E-4i,0.07377958704469646+0.5531596300010172i
3,0,1.86,10.16003277,-1.715368849,-5.175399409,0.8206542632254581-0.014874675429150937i,0.08285530665812883+0.5448354564568307i
3,0,1.865,10.4531747,-1.666964025,-5.289725841,0.824838372304042-0.029783931938424508i,0.09171426328453895+0.5361048538701153i
3,0,1.87,10.76518517,-1.618365679,-5.410005728,0.8287846200015332-0.04502832267669359i,0.10033885199907758+0.5269455159100671i
3,0,1.875,11.09798824,-1.569565948,-5.536899576,0.8324789323048003-0.060621518992441295i,0.10870794477974595+0.5173358652724922i
3,0,1.88,11.45066671,-1.520972204,-5.671053198,0.835867619315601-0.07655493643600143i,0.11687272362024498+0.507241770140347i
3,0,1.885,11.82670627,-1.472375902,-5.808897972,0.83896491493881-0.09274171973427586i,0.12465923637410416+0.4969391587301706i
3,0,1.89,12.2283543,-1.423794207,-5.951020832,0.8417568569255852-0.1091931941163051i,0.13207126373818207+0.48641004511212316i
3,0,1.895,12.65813452,-1.375246472,-6.098098981,0.8442278906763718-0.12592098146925026i,0.13910895058654596+0.47563332923104656i
3,0,1.9,13.11888559,-1.326754671,-6.250908278,0.846360729920613-0.14293690728865407i,0.14576811909576443+0.46458523074204355i
3,0,1.905,13.61380569,-1.278343838,-6.410331933,0.8481362153457473-0.1602528886418308i,0.15203962207450478+0.45323985418801044i
3,0,1.91,14.14650423,-1.2300425,-6.577369721,0.8495331729286146-0.1778808014921948i,0.15790876127636572+0.4415698843643328i
3,0,1.915,14.72106171,-1.181883097,-6.753147979,0.8505282740521023-0.19583232579785229i,0.16335479640831263+0.4295474059390416i
3,0,1.92,15.34209934,-1.133902397,-6.938930805,0.8510958998397404-0.2141187669108717i,0.16835057053150004+0.4171448361918555i
3,0,1.925,16.01485976,-1.086141874,-7.136133047,0.8512080125061458-0.2327508519715543i,0.17286227644054886+0.40433595429616986i
3,0,1.93,16.74530091,-1.038648065,-7.346335828,0.8508340368954167-0.2517385002219652i,0.17684938629533892+0.39109700513443557i
3,0,1.935,17.54020491,-0.991472884,-7.571305636,0.8499407557544083-0.2710905664618535i,0.18026476321465745+0.3774078504882262i
3,0,1.94,18.40156544,-0.944969078,-7.813441829,0.8484626771729784-0.2908067430587851i,0.18313564736437615+0.36319025522631293i
3,0,1.945,19.33870323,-0.899092738,-8.068247557,0.8464177181677678-0.31076902105682813i,0.18541742439573303+0.34876721745294365i
3,0,1.95,20.36765504,-0.853596452,-8.33462658,0.8438219440088717-0.33094795400699606i,0.1870252686702649+0.33430192022921507i
3,0,1.955,21.49995211,-0.808574945,-8.614257078,0.8406420026735834-0.3513461760061267i,0.18795553687619596+0.3197791913262189i
3,0,1.96,22.74864905,-0.764132488,-8.909170485,0.8368416072686844-0.3719646631112694i,0.18819748271563821+0.30518015201524995i
3,0,1.965,24.12843612,-0.720383859,-9.221820088,0.8323814423768658-0.39280232714452706i,0.18773189624383307+0.2904834667871398i
3,0,1.97,25.65569348,-0.677455269,-9.555163597,0.8272191086201712-0.41385556530789736i,0.18652991511252728+0.2756669620488272i
3,0,1.975,27.348436,-0.635485246,-9.912764831,0.8213091145132684-0.43511776688624426i,0.1845521010605159+0.26070959975457925i
3,0,1.98,29.22606764,-0.594625439,-10.29892236,0.814602925295466-0.4565787797909949i,0.18174787788429564+0.24559376852197684i
3,0,1.985,31.30882189,-0.555041332,-10.71883712,0.8070490788559034-0.47822434141363246i,0.1780554240907162+0.2303078289853356i
3,0,1.99,33.6167042,-0.51691284,-11.17883729,0.7985933790370039-0.5000354802047668i,0.17340210336906556+0.2148488234595622i
3,0,1.995,36.16767419,-0.480434764,-11.6866893,0.7891791764486585-0.5219878965450753i,0.16770549818904856+0.19922523439271764i
3,0,2,38.97471296,-0.445817082,-12.25204023,0.7787477463800643-0.5440513337853468i,0.1608750860642137+0.18345965391292243i
3,0,2.005,41.97702146,-0.413918521,-12.87892924,0.7672336255086808-0.5660788079308571i,0.15314041479481405+0.16758156929605666i
3,0,2.01,45.31802655,-0.38339268,-13.5624331,0.754824353354829-0.5880010371790341i,0.14442327297605223+0.15222591666944954i
3,0,2.015,49.01308063,-0.354480684,-14.3140306,0.7414747160852185-0.6097830205115566i,0.13473348734245402+0.13740659864961058i
3,0,2.02,53.05851461,-0.327446721,-15.14906972,0.7271380906912059-0.6313834628389882i,0.12407244323994916+0.12313319806470886i
3,0,2.025,57.41810589,-0.3025794,-16.0885313,0.7117670614401213-0.6527540341601665i,0.11243093946122633+0.10941335287393417i
3,0,2.03,62.00474272,-0.280192852,-17.16184469,0.6953142016150512-0.6738386570640089i,0.09978752425992181+0.09625591189552517i
3,0,2.035,66.65866323,-0.260627528,-18.41155674,0.6777330295849775-0.6945728541964509i,0.08610756974995565+0.08367479660996993i
3,0,2.04,71.12744489,-0.244250641,-19.90132123,0.6589791426462464-0.7148831918145728i,0.07134333916109589+0.07169341142987075i
3,0,2.045,75.05872554,-0.231456198,-21.72946598,0.639011524982366-0.7346868591671579i,0.05543527174730233+0.060349356585233306i
3,0,2.05,78.02196615,-0.222664609,-24.0472272,0.6177940175955559-0.7538914257260516i,0.03831464966947821+0.04969911310213474i
3,0,2.055,79.5737801,-0.218321837,-27.02867252,0.5952969283961419-0.7723948187831862i,0.01990771907169257+0.039822299281847745i
3,0,2.06,79.36432516,-0.218898084,-30.22183174,0.5714987501678478-0.7900855621876385i,1.4121709447272507E-4+0.030825054686792117i
3,0,2.065,77.07499741,-0.225400645,-30.21165476,0.5463901720263814-0.8067720799199701i,-0.020856087279829523+0.022747677242276894i
3,0,2.07,73.47792771,-0.236436335,-26.8486588,0.520273282584507-0.8223926311628833i,-0.042512854038165786+0.016083386886545654i
3,0,2.075,69.13029754,-0.251307917,-23.64992336,0.49325407773085667-0.8369450527739709i,-0.06474879915530553+0.01108421983463658i
3,0,2.08,64.22970764,-0.270485166,-21.12756271,0.4653478584898728-0.8503350558713899i,-0.08748184563584302+0.00776459617446239i
3,0,2.085,58.99868374,-0.294471707,-19.10834589,0.4365797279302978-0.8624622726918457i,-0.1106410922955614+0.006133259254301498i
3,0,2.09,53.65542762,-0.323803049,-17.43775254,0.4069863911425594-0.8732212427638812i,-0.13416815942528007+0.0061980140107136305i
3,0,2.095,48.390363,-0.359043655,-16.01488867,0.3766178837817661-0.8825028343911144i,-0.15801696186164113+0.007971070178162705i
3,0,2.1,43.35227661,-0.400783135,-14.77413852,0.34553912241402907-0.8901961088231701i,-0.18215163897007447+0.011474479161584483i
3,0,2.105,38.64420409,-0.449631679,-13.67135747,0.3138311633099983-0.8961906065301657i,-0.20654254421277532+0.016745036807711826i
3,0,2.11,34.32671716,-0.50621491,-12.67578988,0.2815920576984835-0.9003790041870229i,-0.23116042007074017+0.023837970519022197i
3,0,2.115,30.42542147,-0.571168379,-11.76539307,0.24893720191539875-0.9026600597989701i,-0.25596913245920616+0.03282875979362722i
3,0,2.12,26.93985986,-0.64513196,-10.92404712,0.2159991006009711-0.9029417347497736i,-0.280917578160207+0.04381256546627007i
3,0,2.125,23.85193985,-0.728744431,-10.13981793,0.18292648935234632-0.901144358410021i,-0.3059315702451711+0.05690096089809307i
3,0,2.13,21.14462979,-0.822182674,-9.426222034,0.15007599526738125-0.8972197931811311i,-0.33009870485266574+0.07182658492631515i
3,0,2.135,18.86696564,-0.921614769,-8.778842651,0.11764998363740703-0.8916017064839329i,-0.3529796210226687+0.08874028205194365i
3,0,2.14,16.92553429,-1.027561952,-8.18785232,0.08575447114009556-0.8842789513787757i,-0.37446400031645644+0.10750250778723969i
3,0,2.145,15.25268642,-1.14056852,-7.645178149,0.05450348038546208-0.8752480409638002i,-0.39446800732195314+0.1279713656460868i
3,0,2.15,13.79827336,-1.261193269,-7.144065031,0.024018456216072924-0.8645155146965853i,-0.41293258216992784+0.15000921681963525i
3,0,2.155,12.52433885,-1.390000481,-6.678780811,-0.0055729853769753155-0.8521002399160117i,-0.4298198381145882+0.17348849642286818i
3,0,2.16,11.40160276,-1.527551045,-6.244417643,-0.034138951295106364-0.8380354533160786i,-0.4451078744303425+0.1982961409520964i
3,0,2.165,10.40707198,-1.674394298,-5.836758555,-0.0615457241987554-0.8223703616750436i,-0.45878451553230615+0.22433615736328316i
3,0,2.17,9.522383418,-1.831061074,-5.452187294,-0.08766063853985379-0.8051711545118312i,-0.4708406329368286+0.25153006120945526i
3,0,2.175,8.732635612,-1.998058371,-5.087625351,-0.11235520669426426-0.7865213292465194i,-0.4812637713795127+0.2798151537289551i
3,0,2.18,8.025553874,-2.175865889,-4.740484154,-0.13550830264496014-0.7665212858134036i,-0.4900327709213659+0.30914086035716076i
3,0,2.185,7.390887303,-2.364934578,-4.408623786,-0.1570092103141789-0.7452872056920832i,-0.4971139560714654+0.33946357776311215i
3,0,2.19,6.819749681,-2.565770917,-4.094953424,-0.17669638334057514-0.7229575384106846i,-0.5022577740928567+0.370451904077349i
3,0,2.195,6.316217739,-2.773677237,-3.808008505,-0.1946774251798514-0.7000704955210596i,-0.5049746683604076+0.4013750838431183i
3,0,2.2,5.872341414,-2.987340287,-3.544023652,-0.21106398120633094-0.6768325679303291i,-0.5054013147180685+0.43214352245441007i
3,0,2.205,5.47779404,-3.207260433,-3.3005283,-0.22585099064595476-0.6533161013806355i,-0.503656882817607+0.4626099774694054i
3,0,2.21,5.124564437,-3.433942308,-3.075249486,-0.23903327070662142-0.6295973583682595i,-0.49986932962062747+0.4926547463691851i
3,0,2.215,4.806360086,-3.667881896,-2.866096654,-0.2506075817531931-0.6057572184455638i,-0.4941693780802942+0.5221851661118964i
3,0,2.22,4.518179751,-3.909556371,-2.671153332,-0.2605747021618273-0.581881150911056i,-0.4866850305508751+0.5511337567842793i
3,0,2.225,4.256002247,-4.159416926,-2.488673056,-0.26894130364840807-0.5580585451883253i,-0.4775369296882196+0.5794552414312375i
3,0,2.23,4.016556821,-4.417884509,-2.317077344,-0.2757214708000049-0.5343815325318405i,-0.46683479026738955+0.6071227447034182i
3,0,2.235,3.797152047,-4.685348189,-2.154953947,-0.2809377677025908-0.5109434580098678i,-0.45467502229925+0.6341235101021846i
3,0,2.24,3.595547443,-4.962165649,-2.001054028,-0.2846218118073208-0.48783716599032484i,-0.44113956138719784+0.6604544782379277i
3,0,2.245,3.409856632,-5.248665286,-1.854287374,-0.2868143645321135-0.4651532498217701i,-0.42629582766481217+0.6861180399703701i
3,0,2.25,3.238474048,-5.545149292,-1.713715172,-0.287564986042101-0.4429783923420496i,-0.4101976585899262+0.7111182252984977i
3,0,2.255,3.0808335,-5.850230893,-1.585713799,-0.2870052204347905-0.42146190379015597i,-0.39286174705040955+0.7346905179372746i
3,0,2.26,2.937867864,-6.158739567,-1.468799016,-0.28560214670714495-0.4007550287450114i,-0.37448895677587174+0.7568409401210957i
3,0,2.265,2.807436957,-6.471391258,-1.361811077,-0.2833911408505341-0.3808427230819164i,-0.3552152252120877+0.7775965498095438i
3,0,2.27,2.68781775,-6.78887801,-1.263665029,-0.28040307579468726-0.36171738769494677i,-0.33516295703115945+0.7969969734558722i
3,0,2.275,2.577615671,-7.111849451,-1.17335036,-0.2766670091213464-0.34337814191510263i,-0.314440145762285+0.8150914949862715i
3,0,2.28,2.475695665,-7.440898815,-1.089930882,-0.2722122634786053-0.32582962780564784i,-0.2931400590486932+0.8319361991288684i
3,0,2.285,2.381128285,-7.776552587,-1.012544525,-0.2670698934786153-0.3090805578653313i,-0.2713414348732367+0.8475912734060268i
3,0,2.29,2.293147451,-8.119262574,-0.94040277,-0.2612735836360301-0.2931421836847031i,-0.2491091184645292+0.8621185533672087i
3,0,2.295,2.211117345,-8.469399052,-0.872789505,-0.2548600547337504-0.27802682209918483i,-0.2264950581130296+0.8755793737115429i
3,0,2.3,2.134506534,-8.827243561,-0.809059225,-0.247869072909773-0.2637465341837506i,-0.2035395726853368+0.8880327655668685i
3,0,2.305,2.062867828,-9.192979892,-0.748634491,-0.24034315990044047-0.25031201506117146i,-0.180272803676905+0.8995340188605807i
3,0,2.31,1.995822691,-9.566681761,-0.691002682,-0.23232709777376204-0.23773172127359388i,-0.15671626932112237+0.9101336096180805i
3,0,2.315,1.932916471,-9.949138675,-0.637216404,-0.22384652939412106-0.22598836492499155i,-0.1329659260253903+0.9197020772176108i
3,0,2.32,1.874567018,-10.33558687,-0.589231248,-0.21524906135820188-0.21501551340966488i,-0.10927336880581393+0.9280006675494779i
3,0,2.325,1.820584796,-10.72431389,-0.545832021,-0.20665234014868744-0.20477655506291284i,-0.08567212757205005+0.9351765176780747i
3,0,2.33,1.770461189,-11.11602608,-0.506527247,-0.19804339695489578-0.19523730772825976i,-0.06219397073485108+0.9412992854973493i
3,0,2.335,1.723787924,-11.51123914,-0.470856396,-0.18941136402397526-0.18637312197502878i,-0.03886246572522213+0.9464362389617208i
3,0,2.34,1.680240129,-11.91022914,-0.438389861,-0.18074871174941226-0.1781668632297805i,-0.01569378075187136+0.9506514963767083i
3,0,2.345,1.639562228,-12.31298196,-0.408728719,-0.17205193417116585-0.17060698319159667i,0.007302468381758717+0.9540054184022886i
3,0,2.35,1.601556318,-12.71913879,-0.381504268,-0.1633217861349565-0.16368577096507222i,0.030122351031047545+0.9565541476521635i
3,0,2.355,1.566072701,-13.1279349,-0.356377315,-0.1545631764118084-0.15739783861074105i,0.05276675615156314+0.9583492882632266i
3,0,2.36,1.53300228,-13.53813028,-0.33303725,-0.14578481433355575-0.1517388662008652i,0.07524054765440695+0.9594377150191501i
3,0,2.365,1.502270481,-13.94793195,-0.3112009,-0.13699869582143104-0.14670460856766634i,0.09755175679786786+0.9598614995416073i
3,0,2.37,1.473832404,-14.35491032,-0.290611188,-0.12821950049253208-0.14229014952978802i,0.11971082456949982+0.95965793968093i
3,0,2.375,1.447668825,-14.75591609,-0.271035637,-0.11946395669453311-0.1384893787556317i,0.14172990390700765+0.9588596774893637i
3,0,2.38,1.421780058,-15.18097313,-0.252747152,-0.10987822326414844-0.1351254623552842i,0.16383472238475347+0.9574038219156306i
3,0,2.385,1.398858345,-15.5837184,-0.236775236,-0.10073501863397943-0.13228073266989193i,0.18546126440319863+0.9552717679249116i
3,0,2.39,1.37864246,-15.96199707,-0.222939656,-0.09201509337299794-0.1298955501744244i,0.20661315229807348+0.9525085671556792i
3,0,2.395,1.360901243,-16.31378885,-0.211065908,-0.08369493756834447-0.1279184674717725i,0.2272967857622452+0.9491567388459244i
3,0,2.4,1.345432223,-16.63720079,-0.200985758,-0.0757482128846124-0.12630607883926154i,0.24752100432123061+0.945256155513472i
3,0,2.405,1.332060268,-16.93045711,-0.192537687,-0.06814704856330807-0.12502268950961876i,0.26729675485476706+0.9408439658304752i
